Language,Cast1,Cast2,Cast3,Genre1,Genre2,Genre3,Movie_Name,comb
French,Fabrice Josso,Serena Grandi,Claudine Auger,Comedy,Drama,unknown,Exploits of a Young Don Juan,Exploits of a Young Don Juan French Fabrice Josso Serena Grandi Claudine Auger Comedy Drama unknown
English,Rudy Youngblood,Raoul Max Trujillo,Gerardo Taracena,Action,Drama,Thriller,Apocalypto,Apocalypto English Rudy Youngblood Raoul Max Trujillo Gerardo Taracena Action Drama Thriller
English,Kate Beckinsale,Stanley Tucci,Bobby Cannavale,Action,Thriller,unknown,Jolt,Jolt English Kate Beckinsale Stanley Tucci Bobby Cannavale Action Thriller unknown
English,Adam Sandler,Kevin James,Chris Rock,Comedy,unknown,unknown,Grown Ups,Grown Ups English Adam Sandler Kevin James Chris Rock Comedy unknown unknown
English,Winslow Fegley,Lidya Jewett,Krysten Ritter,Fantasy,Family,unknown,Nightbooks,Nightbooks English Winslow Fegley Lidya Jewett Krysten Ritter Fantasy Family unknown
English,Adrien Brody,Topher Grace,Alice Braga,Science Fiction,Action,Thriller,Predators,Predators English Adrien Brody Topher Grace Alice Braga Science Fiction Action Thriller
English,Chris Evans,Tommy Lee Jones,Hugo Weaving,Action,Adventure,Science Fiction,Captain America: The First Avenger,Captain America: The First Avenger English Chris Evans Tommy Lee Jones Hugo Weaving Action Adventure Science Fiction
English,Taron Egerton,Colin Firth,Mark Strong,Crime,Comedy,Action,Kingsman: The Secret Service,Kingsman: The Secret Service English Taron Egerton Colin Firth Mark Strong Crime Comedy Action
Japanese,Masako Nozawa,Toshio Furukawa,Mayumi Tanaka,Action,Animation,Science Fiction,Dragon Ball Z: The World's Strongest,Dragon Ball Z: The World's Strongest Japanese Masako Nozawa Toshio Furukawa Mayumi Tanaka Action Animation Science Fiction
English,Johnny Depp,Christian Bale,Marion Cotillard,Action,Crime,unknown,Public Enemies,Public Enemies English Johnny Depp Christian Bale Marion Cotillard Action Crime unknown
English,Dakota Johnson,Jamie Dornan,Eric Johnson,Drama,Romance,unknown,Fifty Shades Freed,Fifty Shades Freed English Dakota Johnson Jamie Dornan Eric Johnson Drama Romance unknown
English,Haley Bishop,Jemma Moore,Emma Louise Webb,Horror,Thriller,Mystery,Host,Host English Haley Bishop Jemma Moore Emma Louise Webb Horror Thriller Mystery
English,Kristen Stewart,Robert Pattinson,Taylor Lautner,Adventure,Fantasy,Drama,The Twilight Saga: Breaking Dawn - Part 2,The Twilight Saga: Breaking Dawn - Part 2 English Kristen Stewart Robert Pattinson Taylor Lautner Adventure Fantasy Drama
English,Sandra Bullock,Viola Davis,Vincent D'Onofrio,Drama,Crime,unknown,The Unforgivable,The Unforgivable English Sandra Bullock Viola Davis Vincent D'Onofrio Drama Crime unknown
English,Sam Worthington,Octavia Spencer,Tim McGraw,Drama,Fantasy,unknown,The Shack,The Shack English Sam Worthington Octavia Spencer Tim McGraw Drama Fantasy unknown
Korean,Gong Yoo,Park Bo-gum,Jo Woo-jin,Science Fiction,Action,unknown,Seobok: Project Clone,Seobok: Project Clone Korean Gong Yoo Park Bo-gum Jo Woo-jin Science Fiction Action unknown
Korean,Kim Yoon-seok,Jo In-sung,Heo Joon-ho,War,Drama,Action,Escape from Mogadishu,Escape from Mogadishu Korean Kim Yoon-seok Jo In-sung Heo Joon-ho War Drama Action
English,Kristen Stewart,Robert Pattinson,Taylor Lautner,Adventure,Fantasy,Romance,The Twilight Saga: Breaking Dawn - Part 1,The Twilight Saga: Breaking Dawn - Part 1 English Kristen Stewart Robert Pattinson Taylor Lautner Adventure Fantasy Romance
English,Demián Bichir,Taissa Farmiga,Jonas Bloquet,Horror,Mystery,Thriller,The Nun,The Nun English Demián Bichir Taissa Farmiga Jonas Bloquet Horror Mystery Thriller
Italian,Lasse Braun,Riccardo Schicchi,Giampiero Mughini,Documentary,unknown,unknown,Porn to Be Free,Porn to Be Free Italian Lasse Braun Riccardo Schicchi Giampiero Mughini Documentary unknown unknown
English,Elijah Wood,Ian McKellen,Liv Tyler,Adventure,Fantasy,Action,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Fellowship of the Ring English Elijah Wood Ian McKellen Liv Tyler Adventure Fantasy Action
English,Dieter Laser,Ashley C. Williams,Ashlynn Yennie,Horror,unknown,unknown,The Human Centipede (First Sequence),The Human Centipede (First Sequence) English Dieter Laser Ashley C. Williams Ashlynn Yennie Horror unknown unknown
English,Lin-Manuel Miranda,Ynairaly Simo,Zoe Saldana,Animation,Family,Comedy,Vivo,Vivo English Lin-Manuel Miranda Ynairaly Simo Zoe Saldana Animation Family Comedy
English,Jennifer Lawrence,Leonardo DiCaprio,Meryl Streep,Comedy,Drama,Science Fiction,Don't Look Up,Don't Look Up English Jennifer Lawrence Leonardo DiCaprio Meryl Streep Comedy Drama Science Fiction
Japanese,Masako Nozawa,Toshio Furukawa,Mayumi Tanaka,Action,Animation,Science Fiction,Dragon Ball Z: Cooler's Revenge,Dragon Ball Z: Cooler's Revenge Japanese Masako Nozawa Toshio Furukawa Mayumi Tanaka Action Animation Science Fiction
English,Pierce Brosnan,Jamie Chung,Tim Roth,Action,Thriller,unknown,The Misfits,The Misfits English Pierce Brosnan Jamie Chung Tim Roth Action Thriller unknown
English,Tobey Maguire,Jake Gyllenhaal,Natalie Portman,Drama,Thriller,War,Brothers,Brothers English Tobey Maguire Jake Gyllenhaal Natalie Portman Drama Thriller War
English,Janet Montgomery,Tom Frederic,Louise Cliffe,Horror,Thriller,unknown,Wrong Turn 3: Left for Dead,Wrong Turn 3: Left for Dead English Janet Montgomery Tom Frederic Louise Cliffe Horror Thriller unknown
English,Sarah Jessica Parker,Kim Cattrall,Kristin Davis,Comedy,Drama,Romance,Sex and the City,Sex and the City English Sarah Jessica Parker Kim Cattrall Kristin Davis Comedy Drama Romance
English,Dennis Quaid,Channing Tatum,Marlon Wayans,Adventure,Action,Thriller,G.I. Joe: The Rise of Cobra,G.I. Joe: The Rise of Cobra English Dennis Quaid Channing Tatum Marlon Wayans Adventure Action Thriller
English,Tobey Maguire,Kirsten Dunst,James Franco,Fantasy,Action,Adventure,Spider-Man 3,Spider-Man 3 English Tobey Maguire Kirsten Dunst James Franco Fantasy Action Adventure
English,Edi Gathegi,Melora Hardin,Angela Sarafyan,Thriller,Horror,unknown,Caged,Caged English Edi Gathegi Melora Hardin Angela Sarafyan Thriller Horror unknown
English,Ian McKellen,Martin Freeman,Richard Armitage,Adventure,Fantasy,Action,The Hobbit: An Unexpected Journey,The Hobbit: An Unexpected Journey English Ian McKellen Martin Freeman Richard Armitage Adventure Fantasy Action
Japanese,Yuria Nara,Hiroki Doi,George Tokoro,Animation,Fantasy,Family,Ponyo,Ponyo Japanese Yuria Nara Hiroki Doi George Tokoro Animation Fantasy Family
English,Aaron Eckhart,Ramón Rodríguez,Will Rothhaar,Science Fiction,Action,unknown,Battle: Los Angeles,Battle: Los Angeles English Aaron Eckhart Ramón Rodríguez Will Rothhaar Science Fiction Action unknown
English,Ray Romano,John Leguizamo,Denis Leary,Animation,Comedy,Family,Ice Age: Dawn of the Dinosaurs,Ice Age: Dawn of the Dinosaurs English Ray Romano John Leguizamo Denis Leary Animation Comedy Family
English,Julia Borsellino,Mark Taylor,Deborah Grover,Thriller,TV Movie,Drama,Next-Door Nightmare,Next-Door Nightmare English Julia Borsellino Mark Taylor Deborah Grover Thriller TV Movie Drama
English,Jason Statham,Li Bingbing,Rainn Wilson,Action,Science Fiction,Horror,The Meg,The Meg English Jason Statham Li Bingbing Rainn Wilson Action Science Fiction Horror
English,Grace Kaufman,Jacques Colimon,Cherry Jones,Drama,Romance,Music,The Sky Is Everywhere,The Sky Is Everywhere English Grace Kaufman Jacques Colimon Cherry Jones Drama Romance Music
English,Chris Pratt,Zoe Saldana,Dave Bautista,Adventure,Action,Science Fiction,Guardians of the Galaxy Vol. 2,Guardians of the Galaxy Vol. 2 English Chris Pratt Zoe Saldana Dave Bautista Adventure Action Science Fiction
Spanish,Omar Chaparro,Martha Higareda,Carla Adell,Comedy,unknown,unknown,No Manches Frida 2,No Manches Frida 2 Spanish Omar Chaparro Martha Higareda Carla Adell Comedy unknown unknown
Turkish,Demet Özdemir,Şükrü Özyıldız,Özgür Ozan,Romance,Comedy,unknown,Love Tactics,Love Tactics Turkish Demet Özdemir Şükrü Özyıldız Özgür Ozan Romance Comedy unknown
English,Adam Sandler,Kevin James,Chris Rock,Comedy,unknown,unknown,Grown Ups 2,Grown Ups 2 English Adam Sandler Kevin James Chris Rock Comedy unknown unknown
English,Shag Deng,Xiong Su Yi,unknown,Romance,unknown,unknown,Why Women Cheat,Why Women Cheat English Shag Deng Xiong Su Yi unknown Romance unknown unknown
English,Ed Asner,Christopher Plummer,Jordan Nagai,Animation,Comedy,Family,Up,Up English Ed Asner Christopher Plummer Jordan Nagai Animation Comedy Family
Japanese,Takahiro Sakurai,Junichi Suwabe,Yuichi Nakamura,Science Fiction,Action,Crime,Psycho-Pass 3: First Inspector,Psycho-Pass 3: First Inspector Japanese Takahiro Sakurai Junichi Suwabe Yuichi Nakamura Science Fiction Action Crime
English,Will Smith,Aunjanue Ellis,Saniyya Sidney,Drama,History,unknown,King Richard,King Richard English Will Smith Aunjanue Ellis Saniyya Sidney Drama History unknown
English,Elijah Wood,Ian McKellen,Liv Tyler,Adventure,Fantasy,Action,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Two Towers English Elijah Wood Ian McKellen Liv Tyler Adventure Fantasy Action
Japanese,Masako Nozawa,Yuko Minaguchi,Shin Aomori,Animation,Family,Fantasy,Dragon Ball GT: A Hero's Legacy,Dragon Ball GT: A Hero's Legacy Japanese Masako Nozawa Yuko Minaguchi Shin Aomori Animation Family Fantasy
English,Blu Hunt,Anya Taylor-Joy,Maisie Williams,Horror,Science Fiction,Mystery,The New Mutants,The New Mutants English Blu Hunt Anya Taylor-Joy Maisie Williams Horror Science Fiction Mystery
English,Michael Madsen,Scott C. Roe,Ego Mikitas,Action,Science Fiction,Horror,Megalodon,Megalodon English Michael Madsen Scott C. Roe Ego Mikitas Action Science Fiction Horror
English,Bill Murray,Breckin Meyer,Jennifer Love Hewitt,Animation,Comedy,Family,Garfield,Garfield English Bill Murray Breckin Meyer Jennifer Love Hewitt Animation Comedy Family
English,D.B. Sweeney,Alfre Woodard,Ossie Davis,Family,Animation,unknown,Dinosaur,Dinosaur English D.B. Sweeney Alfre Woodard Ossie Davis Family Animation unknown
Spanish,Julián López,Ernesto Sevilla,Arturo Valls,Comedy,unknown,unknown,Descarrilados,Descarrilados Spanish Julián López Ernesto Sevilla Arturo Valls Comedy unknown unknown
English,Nicolas Fontaine,Brittany Drisdelle,Madeline Harvey,Horror,Comedy,unknown,Aquaslash,Aquaslash English Nicolas Fontaine Brittany Drisdelle Madeline Harvey Horror Comedy unknown
English,Angelina Jolie,Elle Fanning,Sharlto Copley,Fantasy,Adventure,Action,Maleficent,Maleficent English Angelina Jolie Elle Fanning Sharlto Copley Fantasy Adventure Action
English,Steve Carell,Pierre Coffin,Russell Brand,Family,Animation,Action,Minions: The Rise of Gru,Minions: The Rise of Gru English Steve Carell Pierre Coffin Russell Brand Family Animation Action
English,Guy Pearce,Vadhir Derbez,Brady Jenness,Horror,unknown,unknown,The Seventh Day,The Seventh Day English Guy Pearce Vadhir Derbez Brady Jenness Horror unknown unknown
English,Victoria Justice,Adam Demos,Luca Sardelis,Comedy,Romance,unknown,A Perfect Pairing,A Perfect Pairing English Victoria Justice Adam Demos Luca Sardelis Comedy Romance unknown
English,Adam Sandler,Drew Barrymore,Wendi McLendon-Covey,Comedy,unknown,unknown,Blended,Blended English Adam Sandler Drew Barrymore Wendi McLendon-Covey Comedy unknown unknown
English,Tye Sheridan,Lily-Rose Depp,Fionn Whitehead,Science Fiction,Thriller,unknown,Voyagers,Voyagers English Tye Sheridan Lily-Rose Depp Fionn Whitehead Science Fiction Thriller unknown
English,Paige O'Hara,Robby Benson,Richard White,Romance,Family,Animation,Beauty and the Beast,Beauty and the Beast English Paige O'Hara Robby Benson Richard White Romance Family Animation
English,Dana Drori,Casey Deidrick,Kasey Elise,Horror,Romance,unknown,Tentacles,Tentacles English Dana Drori Casey Deidrick Kasey Elise Horror Romance unknown
English,Christian Bale,Michael Caine,Gary Oldman,Action,Crime,Drama,The Dark Knight Rises,The Dark Knight Rises English Christian Bale Michael Caine Gary Oldman Action Crime Drama
English,Amy Poehler,Phyllis Smith,Bill Hader,Animation,Family,Adventure,Inside Out,Inside Out English Amy Poehler Phyllis Smith Bill Hader Animation Family Adventure
English,Brie Larson,Samuel L. Jackson,Ben Mendelsohn,Action,Adventure,Science Fiction,Captain Marvel,Captain Marvel English Brie Larson Samuel L. Jackson Ben Mendelsohn Action Adventure Science Fiction
English,Ethan Hawke,Mason Thames,Madeleine McGraw,Horror,Thriller,unknown,The Black Phone,The Black Phone English Ethan Hawke Mason Thames Madeleine McGraw Horror Thriller unknown
English,Johnny Sachon,Lottie Tolhurst,Brian Bovell,Science Fiction,unknown,unknown,Solitary,Solitary English Johnny Sachon Lottie Tolhurst Brian Bovell Science Fiction unknown unknown
Spanish,Amparo Grisales,Jhon Álex Toro,Chichila Navia,Comedy,unknown,unknown,El Paseo 6,El Paseo 6 Spanish Amparo Grisales Jhon Álex Toro Chichila Navia Comedy unknown unknown
English,Kevin Hart,Melody Hurd,Alfre Woodard,Drama,Family,Comedy,Fatherhood,Fatherhood English Kevin Hart Melody Hurd Alfre Woodard Drama Family Comedy
Japanese,unknown,unknown,unknown,Animation,unknown,unknown,Dragon Ball Z Special 9 - Future Trunks Special,Dragon Ball Z Special 9 - Future Trunks Special Japanese unknown unknown unknown Animation unknown unknown
Korean,Lee Byung-hun,Ha Jung-woo,Ma Dong-seok,Action,Adventure,Thriller,Ashfall,Ashfall Korean Lee Byung-hun Ha Jung-woo Ma Dong-seok Action Adventure Thriller
English,Tom Hardy,Charlize Theron,Nicholas Hoult,Action,Adventure,Science Fiction,Mad Max: Fury Road,Mad Max: Fury Road English Tom Hardy Charlize Theron Nicholas Hoult Action Adventure Science Fiction
Japanese,Masako Nozawa,Ryou Horikawa,Bin Shimada,Action,Animation,Adventure,Dragon Ball Z: The Real 4-D at Super Tenkaichi Budokai,Dragon Ball Z: The Real 4-D at Super Tenkaichi Budokai Japanese Masako Nozawa Ryou Horikawa Bin Shimada Action Animation Adventure
English,unknown,unknown,unknown,Science Fiction,Action,unknown,Jurassic World Dominion: Prologue,Jurassic World Dominion: Prologue English unknown unknown unknown Science Fiction Action unknown
English,Jake Gyllenhaal,Anne Hathaway,Oliver Platt,Drama,Comedy,Romance,Love & Other Drugs,Love & Other Drugs English Jake Gyllenhaal Anne Hathaway Oliver Platt Drama Comedy Romance
English,Andrew Francis,Ashleigh Ball,Brian Dobson,Animation,Comedy,Music,Rock Dog 2: Rock Around the Park,Rock Dog 2: Rock Around the Park English Andrew Francis Ashleigh Ball Brian Dobson Animation Comedy Music
English,Chris Massoglia,John C. Reilly,Josh Hutcherson,Adventure,Fantasy,Action,Cirque du Freak: The Vampire's Assistant,Cirque du Freak: The Vampire's Assistant English Chris Massoglia John C. Reilly Josh Hutcherson Adventure Fantasy Action
English,Chris Hemsworth,Christian Bale,Natalie Portman,Action,Adventure,Fantasy,Thor: Love and Thunder,Thor: Love and Thunder English Chris Hemsworth Christian Bale Natalie Portman Action Adventure Fantasy
English,Asher Bishop,Catherine Taber,Liliana Mumy,Animation,Comedy,Adventure,The Loud House Movie,The Loud House Movie English Asher Bishop Catherine Taber Liliana Mumy Animation Comedy Adventure
Spanish,Daniela Castillo,José Manuel de la Puente,William García Silva,Horror,unknown,unknown,Exorcismo Documentado,Exorcismo Documentado Spanish Daniela Castillo José Manuel de la Puente William García Silva Horror unknown unknown
English,Liam Neeson,Maggie Grace,Famke Janssen,Action,Crime,Thriller,Taken 2,Taken 2 English Liam Neeson Maggie Grace Famke Janssen Action Crime Thriller
English,Kyle Chandler,Vera Farmiga,Millie Bobby Brown,Science Fiction,Action,unknown,Godzilla: King of the Monsters,Godzilla: King of the Monsters English Kyle Chandler Vera Farmiga Millie Bobby Brown Science Fiction Action unknown
Spanish,Ernesto Alterio,Raúl Arévalo,Luis Callejo,Comedy,Romance,unknown,More the Merrier,More the Merrier Spanish Ernesto Alterio Raúl Arévalo Luis Callejo Comedy Romance unknown
English,Dickie Jones,Cliff Edwards,Christian Rub,Animation,Family,unknown,Pinocchio,Pinocchio English Dickie Jones Cliff Edwards Christian Rub Animation Family unknown
English,Elijah Wood,Ian McKellen,Liv Tyler,Adventure,Fantasy,Action,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King English Elijah Wood Ian McKellen Liv Tyler Adventure Fantasy Action
English,Pierce Brosnan,Kaya Scodelario,Benjamin Walker,Fantasy,Drama,Romance,The King's Daughter,The King's Daughter English Pierce Brosnan Kaya Scodelario Benjamin Walker Fantasy Drama Romance
Japanese,Rei Akasaka,Megumi Kiyosato,Kiriko Shimizu,Music,unknown,unknown,Beautiful Sisters: Flesh Slave,Beautiful Sisters: Flesh Slave Japanese Rei Akasaka Megumi Kiyosato Kiriko Shimizu Music unknown unknown
English,Erica Leerhsen,Henry Rollins,Texas Battle,Horror,Thriller,unknown,Wrong Turn 2: Dead End,Wrong Turn 2: Dead End English Erica Leerhsen Henry Rollins Texas Battle Horror Thriller unknown
English,Justin Timberlake,Amanda Seyfried,Cillian Murphy,Action,Thriller,Science Fiction,In Time,In Time English Justin Timberlake Amanda Seyfried Cillian Murphy Action Thriller Science Fiction
Spanish,Manuela Vellés,Andrés Gertrúdix,Luis Hostalot,Drama,unknown,unknown,Guilt,Guilt Spanish Manuela Vellés Andrés Gertrúdix Luis Hostalot Drama unknown unknown
English,Sylvester Stallone,Jason Statham,Jet Li,Thriller,Adventure,Action,The Expendables,The Expendables English Sylvester Stallone Jason Statham Jet Li Thriller Adventure Action
English,Ellen Burstyn,Linda Blair,Max von Sydow,Horror,unknown,unknown,The Exorcist,The Exorcist English Ellen Burstyn Linda Blair Max von Sydow Horror unknown unknown
English,Chelsea Greenwood,Aimee Marie Higham,Alexander John,Horror,Science Fiction,Mystery,Dinosaur Hotel,Dinosaur Hotel English Chelsea Greenwood Aimee Marie Higham Alexander John Horror Science Fiction Mystery
English,Etienne Kellici,Isabella Leo,Wyatt White,Animation,Family,unknown,Snoopy Presents: For Auld Lang Syne,Snoopy Presents: For Auld Lang Syne English Etienne Kellici Isabella Leo Wyatt White Animation Family unknown
English,Diana Kaarina,Morwenna Banks,Nicole Oliver,Family,Animation,Fantasy,Barbie: Princess Charm School,Barbie: Princess Charm School English Diana Kaarina Morwenna Banks Nicole Oliver Family Animation Fantasy
English,Karl Holt,Claire Catwright,George Collie,Horror,Comedy,unknown,Benny Loves You,Benny Loves You English Karl Holt Claire Catwright George Collie Horror Comedy unknown
English,Mark Wahlberg,Josh Duhamel,Stanley Tucci,Action,Adventure,Science Fiction,Transformers: The Last Knight,Transformers: The Last Knight English Mark Wahlberg Josh Duhamel Stanley Tucci Action Adventure Science Fiction
English,Matt Damon,James Cromwell,Charles Napier,Western,Animation,Adventure,Spirit: Stallion of the Cimarron,Spirit: Stallion of the Cimarron English Matt Damon James Cromwell Charles Napier Western Animation Adventure
English,Ray Romano,John Leguizamo,Denis Leary,Adventure,Animation,Family,Ice Age: Collision Course,Ice Age: Collision Course English Ray Romano John Leguizamo Denis Leary Adventure Animation Family
English,Simon Phillips,Michael Swatton,Julie Mainville,Horror,unknown,unknown,Butchers,Butchers English Simon Phillips Michael Swatton Julie Mainville Horror unknown unknown
English,John C. Reilly,Sarah Silverman,Gal Gadot,Family,Animation,Comedy,Ralph Breaks the Internet,Ralph Breaks the Internet English John C. Reilly Sarah Silverman Gal Gadot Family Animation Comedy
English,Daisy Ridley,Tom Holland,Mads Mikkelsen,Science Fiction,unknown,unknown,Chaos Walking,Chaos Walking English Daisy Ridley Tom Holland Mads Mikkelsen Science Fiction unknown unknown
English,Anthony Mackie,Damson Idris,Enzo Cilenti,Thriller,Action,Science Fiction,Outside the Wire,Outside the Wire English Anthony Mackie Damson Idris Enzo Cilenti Thriller Action Science Fiction
English,Timothée Chalamet,Armie Hammer,Michael Stuhlbarg,Romance,Drama,unknown,Call Me by Your Name,Call Me by Your Name English Timothée Chalamet Armie Hammer Michael Stuhlbarg Romance Drama unknown
English,Diego Luna,Channing Tatum,Zoe Saldana,Animation,Adventure,Comedy,The Book of Life,The Book of Life English Diego Luna Channing Tatum Zoe Saldana Animation Adventure Comedy
Japanese,Masako Nozawa,Ryou Horikawa,Takeshi Kusao,Action,Animation,Science Fiction,Dragon Ball Z: Super Android 13!,Dragon Ball Z: Super Android 13! Japanese Masako Nozawa Ryou Horikawa Takeshi Kusao Action Animation Science Fiction
English,Robb Hudspeth,Kristin Keith,Addison McGarry,Horror,unknown,unknown,The Scientist,The Scientist English Robb Hudspeth Kristin Keith Addison McGarry Horror unknown unknown
Indonesian,Shenina Cinnamon,Chicco Kurniawan,Lutesha,Drama,Mystery,Thriller,Photocopier,Photocopier Indonesian Shenina Cinnamon Chicco Kurniawan Lutesha Drama Mystery Thriller
English,Dan Castellaneta,Julie Kavner,Nancy Cartwright,Animation,Comedy,Family,The Simpsons Movie,The Simpsons Movie English Dan Castellaneta Julie Kavner Nancy Cartwright Animation Comedy Family
English,Taylor Russell,Logan Miller,Indya Moore,Horror,Thriller,Mystery,Escape Room: Tournament of Champions,Escape Room: Tournament of Champions English Taylor Russell Logan Miller Indya Moore Horror Thriller Mystery
English,Craig T. Nelson,Holly Hunter,Sarah Vowell,Action,Adventure,Animation,The Incredibles,The Incredibles English Craig T. Nelson Holly Hunter Sarah Vowell Action Adventure Animation
English,Kevin Sorbo,James Russo,Major Dodge,Drama,unknown,unknown,The Penitent Thief,The Penitent Thief English Kevin Sorbo James Russo Major Dodge Drama unknown unknown
English,David Thorpe,John Rhys-Davies,Kristyn Getty,Animation,Adventure,unknown,The Pilgrim's Progress,The Pilgrim's Progress English David Thorpe John Rhys-Davies Kristyn Getty Animation Adventure unknown
Korean,Ma Dong-seok,Son Suk-ku,Choi Gwi-hwa,Crime,Action,unknown,The Roundup,The Roundup Korean Ma Dong-seok Son Suk-ku Choi Gwi-hwa Crime Action unknown
Spanish,Miren Ibarguren,Paco León,Sofía Oria,Comedy,Family,unknown,Mamá o papá,Mamá o papá Spanish Miren Ibarguren Paco León Sofía Oria Comedy Family unknown
English,Noomi Rapace,Michael Fassbender,Charlize Theron,Science Fiction,Adventure,Mystery,Prometheus,Prometheus English Noomi Rapace Michael Fassbender Charlize Theron Science Fiction Adventure Mystery
English,Alessandro Nivola,Leslie Odom Jr.,Michael Gandolfini,Crime,Drama,unknown,The Many Saints of Newark,The Many Saints of Newark English Alessandro Nivola Leslie Odom Jr. Michael Gandolfini Crime Drama unknown
English,Eric Edelstein,Bobby Moynihan,Demetri Martin,Family,Animation,Adventure,We Bare Bears: The Movie,We Bare Bears: The Movie English Eric Edelstein Bobby Moynihan Demetri Martin Family Animation Adventure
English,Seth Rogen,Elizabeth Banks,Craig Robinson,Comedy,unknown,unknown,Zack and Miri Make a Porno,Zack and Miri Make a Porno English Seth Rogen Elizabeth Banks Craig Robinson Comedy unknown unknown
English,Sam Worthington,Gemma Arterton,Mads Mikkelsen,Adventure,Fantasy,Action,Clash of the Titans,Clash of the Titans English Sam Worthington Gemma Arterton Mads Mikkelsen Adventure Fantasy Action
Japanese,Masako Nozawa,Daisuke Gouri,Tesshou Genda,Action,Animation,Science Fiction,Dragon Ball Z: Bojack Unbound,Dragon Ball Z: Bojack Unbound Japanese Masako Nozawa Daisuke Gouri Tesshou Genda Action Animation Science Fiction
English,Sydney Park,Théodore Pellerin,Asjha Cooper,Thriller,Horror,Mystery,There's Someone Inside Your House,There's Someone Inside Your House English Sydney Park Théodore Pellerin Asjha Cooper Thriller Horror Mystery
English,Dylan O'Brien,Ki Hong Lee,Kaya Scodelario,Science Fiction,Action,Thriller,Maze Runner: The Scorch Trials,Maze Runner: The Scorch Trials English Dylan O'Brien Ki Hong Lee Kaya Scodelario Science Fiction Action Thriller
English,Margot Robbie,Ewan McGregor,Mary Elizabeth Winstead,Action,Crime,unknown,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn) English Margot Robbie Ewan McGregor Mary Elizabeth Winstead Action Crime unknown
English,Ben Affleck,Henry Cavill,Jesse Eisenberg,Action,Adventure,Fantasy,Batman v Superman: Dawn of Justice,Batman v Superman: Dawn of Justice English Ben Affleck Henry Cavill Jesse Eisenberg Action Adventure Fantasy
English,Jay Pickett,Peter Facinelli,Tom Skerritt,Western,Action,unknown,Catch the Bullet,Catch the Bullet English Jay Pickett Peter Facinelli Tom Skerritt Western Action unknown
English,David Spade,John Goodman,Eartha Kitt,Adventure,Animation,Comedy,The Emperor's New Groove,The Emperor's New Groove English David Spade John Goodman Eartha Kitt Adventure Animation Comedy
Korean,Seohyun,Lee Jun-young,Lee El,Romance,Comedy,unknown,Love and Leashes,Love and Leashes Korean Seohyun Lee Jun-young Lee El Romance Comedy unknown
English,Edward Norton,Liv Tyler,Tim Roth,Science Fiction,Action,Adventure,The Incredible Hulk,The Incredible Hulk English Edward Norton Liv Tyler Tim Roth Science Fiction Action Adventure
English,Jules Willcox,Marc Menchaca,Anthony Heald,Thriller,Horror,unknown,Alone,Alone English Jules Willcox Marc Menchaca Anthony Heald Thriller Horror unknown
English,Rupert Friend,Zachary Quinto,Hannah Ware,Action,Crime,Thriller,Hitman: Agent 47,Hitman: Agent 47 English Rupert Friend Zachary Quinto Hannah Ware Action Crime Thriller
French,Omar Sy,Laurent Lafitte,Sabrina Ouazani,Comedy,Action,Crime,On the Other Side of the Tracks,On the Other Side of the Tracks French Omar Sy Laurent Lafitte Sabrina Ouazani Comedy Action Crime
Turkish,Yılmaz Erdoğan,Ahmet Mümtaz Taylan,Duygu Sarişin,Thriller,unknown,unknown,Grudge,Grudge Turkish Yılmaz Erdoğan Ahmet Mümtaz Taylan Duygu Sarişin Thriller unknown unknown
English,Ian McKellen,Martin Freeman,Richard Armitage,Fantasy,Adventure,Action,The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug English Ian McKellen Martin Freeman Richard Armitage Fantasy Adventure Action
English,Arnold Schwarzenegger,Jason Clarke,Emilia Clarke,Science Fiction,Action,Thriller,Terminator Genisys,Terminator Genisys English Arnold Schwarzenegger Jason Clarke Emilia Clarke Science Fiction Action Thriller
English,Ray Romano,John Leguizamo,Denis Leary,Animation,Comedy,Adventure,Ice Age: Continental Drift,Ice Age: Continental Drift English Ray Romano John Leguizamo Denis Leary Animation Comedy Adventure
English,Matthew Broderick,Neve Campbell,Jason Marsden,Family,Adventure,Animation,The Lion King II: Simba's Pride,The Lion King II: Simba's Pride English Matthew Broderick Neve Campbell Jason Marsden Family Adventure Animation
English,Jason Bateman,Ginnifer Goodwin,Idris Elba,Animation,Adventure,Family,Zootopia,Zootopia English Jason Bateman Ginnifer Goodwin Idris Elba Animation Adventure Family
English,John Boyega,Scott Eastwood,Cailee Spaeny,Action,Fantasy,Science Fiction,Pacific Rim: Uprising,Pacific Rim: Uprising English John Boyega Scott Eastwood Cailee Spaeny Action Fantasy Science Fiction
English,Liam Neeson,Kate Walsh,Jai Courtney,Thriller,Action,Crime,Honest Thief,Honest Thief English Liam Neeson Kate Walsh Jai Courtney Thriller Action Crime
English,Anna Faris,Eugenio Derbez,Eva Longoria,Romance,Comedy,unknown,Overboard,Overboard English Anna Faris Eugenio Derbez Eva Longoria Romance Comedy unknown
